Toll Date,Detection Group,Vehicle Class,CRZ Entries
2025-01-10,West Side Highway at 60th St,TLC Taxi/FHV,10140
2025-01-10,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22619
2025-01-10,Williamsburg Bridge,2 - Single-Unit Trucks,2198
2025-01-10,Williamsburg Bridge,3 - Multi-Unit Trucks,237
2025-01-10,Williamsburg Bridge,4 - Buses,261
2025-01-10,Williamsburg Bridge,5 - Motorcycles,96
2025-01-10,Williamsburg Bridge,TLC Taxi/FHV,14699
2025-01-11,Brooklyn Bridge,"1 - Cars, Pickups and Vans",15795
2025-01-11,Brooklyn Bridge,2 - Single-Unit Trucks,187
2025-01-11,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-01-11,Brooklyn Bridge,4 - Buses,15
2025-01-11,Brooklyn Bridge,5 - Motorcycles,38
2025-01-11,Brooklyn Bridge,TLC Taxi/FHV,11360
2025-01-11,East 60th St,"1 - Cars, Pickups and Vans",28810
2025-01-11,East 60th St,2 - Single-Unit Trucks,1681
2025-01-11,East 60th St,3 - Multi-Unit Trucks,209
2025-01-11,East 60th St,4 - Buses,1305
2025-01-11,East 60th St,5 - Motorcycles,602
2025-01-11,East 60th St,TLC Taxi/FHV,40045
2025-01-11,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31903
2025-01-11,FDR Drive at 60th St,2 - Single-Unit Trucks,346
2025-01-11,FDR Drive at 60th St,3 - Multi-Unit Trucks,12
2025-01-11,FDR Drive at 60th St,4 - Buses,62
2025-01-11,FDR Drive at 60th St,5 - Motorcycles,86
2025-01-11,FDR Drive at 60th St,TLC Taxi/FHV,20626
2025-01-11,Holland Tunnel,"1 - Cars, Pickups and Vans",27650
2025-01-11,Holland Tunnel,2 - Single-Unit Trucks,705
2025-01-11,Holland Tunnel,3 - Multi-Unit Trucks,63
2025-01-11,Holland Tunnel,4 - Buses,62
2025-01-11,Holland Tunnel,5 - Motorcycles,21
2025-01-11,Holland Tunnel,TLC Taxi/FHV,8266
2025-01-11,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",11299
2025-01-11,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,258
2025-01-11,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,15
2025-01-11,Hugh L. Carey Tunnel,4 - Buses,376
2025-01-11,Hugh L. Carey Tunnel,5 - Motorcycles,11
2025-01-11,Hugh L. Carey Tunnel,TLC Taxi/FHV,4006
2025-01-11,Lincoln Tunnel,"1 - Cars, Pickups and Vans",30840
2025-01-11,Lincoln Tunnel,2 - Single-Unit Trucks,1314
2025-01-11,Lincoln Tunnel,3 - Multi-Unit Trucks,286
2025-01-11,Lincoln Tunnel,4 - Buses,800
2025-01-11,Lincoln Tunnel,5 - Motorcycles,150
2025-01-11,Lincoln Tunnel,TLC Taxi/FHV,6971
2025-01-11,Manhattan Bridge,"1 - Cars, Pickups and Vans",15732
2025-01-11,Manhattan Bridge,2 - Single-Unit Trucks,830
2025-01-11,Manhattan Bridge,3 - Multi-Unit Trucks,130
2025-01-11,Manhattan Bridge,4 - Buses,161
2025-01-11,Manhattan Bridge,5 - Motorcycles,75
2025-01-11,Manhattan Bridge,TLC Taxi/FHV,11275
2025-01-11,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",18865
2025-01-11,Queens Midtown Tunnel,2 - Single-Unit Trucks,857
2025-01-11,Queens Midtown Tunnel,3 - Multi-Unit Trucks,35
2025-01-11,Queens Midtown Tunnel,4 - Buses,304
2025-01-11,Queens Midtown Tunnel,5 - Motorcycles,25
2025-01-11,Queens Midtown Tunnel,TLC Taxi/FHV,15966
2025-01-11,Queensboro Bridge,"1 - Cars, Pickups and Vans",18079
2025-01-11,Queensboro Bridge,2 - Single-Unit Trucks,949
2025-01-11,Queensboro Bridge,3 - Multi-Unit Trucks,121
2025-01-11,Queensboro Bridge,4 - Buses,261
2025-01-11,Queensboro Bridge,5 - Motorcycles,104
2025-01-11,Queensboro Bridge,TLC Taxi/FHV,13445
2025-01-11,West 60th St,"1 - Cars, Pickups and Vans",12300
2025-01-11,West 60th St,2 - Single-Unit Trucks,1056
2025-01-11,West 60th St,3 - Multi-Unit Trucks,114
2025-01-11,West 60th St,4 - Buses,764
2025-01-11,West 60th St,5 - Motorcycles,384
2025-01-11,West 60th St,TLC Taxi/FHV,23735
2025-01-11,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",27103
2025-01-11,West Side Highway at 60th St,2 - Single-Unit Trucks,223
2025-01-11,West Side Highway at 60th St,3 - Multi-Unit Trucks,8
2025-01-11,West Side Highway at 60th St,4 - Buses,112
2025-01-11,West Side Highway at 60th St,5 - Motorcycles,43
2025-01-11,West Side Highway at 60th St,TLC Taxi/FHV,11505
2025-01-11,Williamsburg Bridge,"1 - Cars, Pickups and Vans",21818
2025-01-11,Williamsburg Bridge,2 - Single-Unit Trucks,917
2025-01-11,Williamsburg Bridge,3 - Multi-Unit Trucks,84
2025-01-11,Williamsburg Bridge,4 - Buses,86
2025-01-11,Williamsburg Bridge,5 - Motorcycles,75
2025-01-11,Williamsburg Bridge,TLC Taxi/FHV,16741
2025-01-12,Brooklyn Bridge,"1 - Cars, Pickups and Vans",15651
2025-01-12,Brooklyn Bridge,2 - Single-Unit Trucks,116
2025-01-12,Brooklyn Bridge,3 - Multi-Unit Trucks,1
2025-01-12,Brooklyn Bridge,4 - Buses,13
2025-01-12,Brooklyn Bridge,5 - Motorcycles,40
2025-01-12,Brooklyn Bridge,TLC Taxi/FHV,10724
2025-01-12,East 60th St,"1 - Cars, Pickups and Vans",26873
2025-01-12,East 60th St,2 - Single-Unit Trucks,763
2025-01-12,East 60th St,3 - Multi-Unit Trucks,116
2025-01-12,East 60th St,4 - Buses,1122
2025-01-12,East 60th St,5 - Motorcycles,623
2025-01-12,East 60th St,TLC Taxi/FHV,36295
2025-01-12,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",30465
2025-01-12,FDR Drive at 60th St,2 - Single-Unit Trucks,228
2025-01-12,FDR Drive at 60th St,3 - Multi-Unit Trucks,3
2025-01-12,FDR Drive at 60th St,4 - Buses,50
2025-01-12,FDR Drive at 60th St,5 - Motorcycles,92
2025-01-12,FDR Drive at 60th St,TLC Taxi/FHV,16321
2025-01-12,Holland Tunnel,"1 - Cars, Pickups and Vans",25719
2025-01-12,Holland Tunnel,2 - Single-Unit Trucks,321
2025-01-12,Holland Tunnel,3 - Multi-Unit Trucks,23
2025-01-12,Holland Tunnel,4 - Buses,64
2025-01-12,Holland Tunnel,5 - Motorcycles,16
2025-01-12,Holland Tunnel,TLC Taxi/FHV,9914
2025-01-12,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",10128
2025-01-12,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,149
2025-01-12,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,6
2025-01-12,Hugh L. Carey Tunnel,4 - Buses,251
2025-01-12,Hugh L. Carey Tunnel,5 - Motorcycles,14
2025-01-12,Hugh L. Carey Tunnel,TLC Taxi/FHV,3209
2025-01-12,Lincoln Tunnel,"1 - Cars, Pickups and Vans",29292
2025-01-12,Lincoln Tunnel,2 - Single-Unit Trucks,762
2025-01-12,Lincoln Tunnel,3 - Multi-Unit Trucks,163
2025-01-12,Lincoln Tunnel,4 - Buses,900
2025-01-12,Lincoln Tunnel,5 - Motorcycles,148
2025-01-12,Lincoln Tunnel,TLC Taxi/FHV,6722
2025-01-12,Manhattan Bridge,"1 - Cars, Pickups and Vans",15226
2025-01-12,Manhattan Bridge,2 - Single-Unit Trucks,443
2025-01-12,Manhattan Bridge,3 - Multi-Unit Trucks,71
2025-01-12,Manhattan Bridge,4 - Buses,145
2025-01-12,Manhattan Bridge,5 - Motorcycles,87
2025-01-12,Manhattan Bridge,TLC Taxi/FHV,10184
2025-01-12,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",16626
2025-01-12,Queens Midtown Tunnel,2 - Single-Unit Trucks,421
2025-01-12,Queens Midtown Tunnel,3 - Multi-Unit Trucks,18
2025-01-12,Queens Midtown Tunnel,4 - Buses,259
2025-01-12,Queens Midtown Tunnel,5 - Motorcycles,23
2025-01-12,Queens Midtown Tunnel,TLC Taxi/FHV,15614
2025-01-12,Queensboro Bridge,"1 - Cars, Pickups and Vans",16475
2025-01-12,Queensboro Bridge,2 - Single-Unit Trucks,529
2025-01-12,Queensboro Bridge,3 - Multi-Unit Trucks,79
2025-01-12,Queensboro Bridge,4 - Buses,234
2025-01-12,Queensboro Bridge,5 - Motorcycles,93
2025-01-12,Queensboro Bridge,TLC Taxi/FHV,13166
2025-01-12,West 60th St,"1 - Cars, Pickups and Vans",11328
2025-01-12,West 60th St,2 - Single-Unit Trucks,470
2025-01-12,West 60th St,3 - Multi-Unit Trucks,57
2025-01-12,West 60th St,4 - Buses,719
2025-01-12,West 60th St,5 - Motorcycles,361
2025-01-12,West 60th St,TLC Taxi/FHV,20242
2025-01-12,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",23223
2025-01-12,West Side Highway at 60th St,2 - Single-Unit Trucks,122
2025-01-12,West Side Highway at 60th St,3 - Multi-Unit Trucks,2
2025-01-12,West Side Highway at 60th St,4 - Buses,108
2025-01-12,West Side Highway at 60th St,5 - Motorcycles,41
2025-01-12,West Side Highway at 60th St,TLC Taxi/FHV,9079
2025-01-12,Williamsburg Bridge,"1 - Cars, Pickups and Vans",20937
2025-01-12,Williamsburg Bridge,2 - Single-Unit Trucks,424
2025-01-12,Williamsburg Bridge,3 - Multi-Unit Trucks,24
2025-01-12,Williamsburg Bridge,4 - Buses,78
2025-01-12,Williamsburg Bridge,5 - Motorcycles,73
2025-01-12,Williamsburg Bridge,TLC Taxi/FHV,15861
2025-01-13,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16642
2025-01-13,Brooklyn Bridge,2 - Single-Unit Trucks,267
2025-01-13,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-01-13,Brooklyn Bridge,4 - Buses,94
2025-01-13,Brooklyn Bridge,5 - Motorcycles,64
2025-01-13,Brooklyn Bridge,TLC Taxi/FHV,9885
2025-01-13,East 60th St,"1 - Cars, Pickups and Vans",30749
2025-01-13,East 60th St,2 - Single-Unit Trucks,4244
2025-01-13,East 60th St,3 - Multi-Unit Trucks,386
2025-01-13,East 60th St,4 - Buses,2184
2025-01-13,East 60th St,5 - Motorcycles,639
2025-01-13,East 60th St,TLC Taxi/FHV,36098
2025-01-13,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",29946
2025-01-13,FDR Drive at 60th St,2 - Single-Unit Trucks,583
2025-01-13,FDR Drive at 60th St,3 - Multi-Unit Trucks,7
2025-01-13,FDR Drive at 60th St,4 - Buses,575
2025-01-13,FDR Drive at 60th St,5 - Motorcycles,115
2025-01-13,FDR Drive at 60th St,TLC Taxi/FHV,15079
2025-01-13,Holland Tunnel,"1 - Cars, Pickups and Vans",25274
2025-01-13,Holland Tunnel,2 - Single-Unit Trucks,1510
2025-01-13,Holland Tunnel,3 - Multi-Unit Trucks,152
2025-01-13,Holland Tunnel,4 - Buses,126
2025-01-13,Holland Tunnel,5 - Motorcycles,16
2025-01-13,Holland Tunnel,TLC Taxi/FHV,7787
2025-01-13,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",13449
2025-01-13,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,783
2025-01-13,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,29
2025-01-13,Hugh L. Carey Tunnel,4 - Buses,1520
2025-01-13,Hugh L. Carey Tunnel,5 - Motorcycles,31
2025-01-13,Hugh L. Carey Tunnel,TLC Taxi/FHV,3844
2025-01-13,Lincoln Tunnel,"1 - Cars, Pickups and Vans",30792
2025-01-13,Lincoln Tunnel,2 - Single-Unit Trucks,3437
2025-01-13,Lincoln Tunnel,3 - Multi-Unit Trucks,693
2025-01-13,Lincoln Tunnel,4 - Buses,1962
2025-01-13,Lincoln Tunnel,5 - Motorcycles,111
2025-01-13,Lincoln Tunnel,TLC Taxi/FHV,6438
2025-01-13,Manhattan Bridge,"1 - Cars, Pickups and Vans",15538
2025-01-13,Manhattan Bridge,2 - Single-Unit Trucks,2235
2025-01-13,Manhattan Bridge,3 - Multi-Unit Trucks,305
2025-01-13,Manhattan Bridge,4 - Buses,545
2025-01-13,Manhattan Bridge,5 - Motorcycles,76
2025-01-13,Manhattan Bridge,TLC Taxi/FHV,7487
2025-01-13,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",20657
2025-01-13,Queens Midtown Tunnel,2 - Single-Unit Trucks,2382
2025-01-13,Queens Midtown Tunnel,3 - Multi-Unit Trucks,114
2025-01-13,Queens Midtown Tunnel,4 - Buses,1099
2025-01-13,Queens Midtown Tunnel,5 - Motorcycles,38
2025-01-13,Queens Midtown Tunnel,TLC Taxi/FHV,16215
2025-01-13,Queensboro Bridge,"1 - Cars, Pickups and Vans",18712
2025-01-13,Queensboro Bridge,2 - Single-Unit Trucks,2648
2025-01-13,Queensboro Bridge,3 - Multi-Unit Trucks,309
2025-01-13,Queensboro Bridge,4 - Buses,431
2025-01-13,Queensboro Bridge,5 - Motorcycles,148
2025-01-13,Queensboro Bridge,TLC Taxi/FHV,13848
2025-01-13,West 60th St,"1 - Cars, Pickups and Vans",12336
2025-01-13,West 60th St,2 - Single-Unit Trucks,2434
2025-01-13,West 60th St,3 - Multi-Unit Trucks,209
2025-01-13,West 60th St,4 - Buses,1179
2025-01-13,West 60th St,5 - Motorcycles,366
2025-01-13,West 60th St,TLC Taxi/FHV,19571
2025-01-13,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",29733
2025-01-13,West Side Highway at 60th St,2 - Single-Unit Trucks,445
2025-01-13,West Side Highway at 60th St,3 - Multi-Unit Trucks,5
2025-01-13,West Side Highway at 60th St,4 - Buses,647
2025-01-13,West Side Highway at 60th St,5 - Motorcycles,67
2025-01-13,West Side Highway at 60th St,TLC Taxi/FHV,9075
2025-01-13,Williamsburg Bridge,"1 - Cars, Pickups and Vans",21636
2025-01-13,Williamsburg Bridge,2 - Single-Unit Trucks,2334
2025-01-13,Williamsburg Bridge,3 - Multi-Unit Trucks,214
2025-01-13,Williamsburg Bridge,4 - Buses,263
2025-01-13,Williamsburg Bridge,5 - Motorcycles,98
2025-01-13,Williamsburg Bridge,TLC Taxi/FHV,11804
2025-01-14,Brooklyn Bridge,"1 - Cars, Pickups and Vans",16515
2025-01-14,Brooklyn Bridge,2 - Single-Unit Trucks,292
2025-01-14,Brooklyn Bridge,3 - Multi-Unit Trucks,5
2025-01-14,Brooklyn Bridge,4 - Buses,106
2025-01-14,Brooklyn Bridge,5 - Motorcycles,59
2025-01-14,Brooklyn Bridge,TLC Taxi/FHV,10277
2025-01-14,East 60th St,"1 - Cars, Pickups and Vans",31959
2025-01-14,East 60th St,2 - Single-Unit Trucks,4296
2025-01-14,East 60th St,3 - Multi-Unit Trucks,418
2025-01-14,East 60th St,4 - Buses,2242
2025-01-14,East 60th St,5 - Motorcycles,612
2025-01-14,East 60th St,TLC Taxi/FHV,39710
2025-01-14,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",31992
2025-01-14,FDR Drive at 60th St,2 - Single-Unit Trucks,599
2025-01-14,FDR Drive at 60th St,3 - Multi-Unit Trucks,9
2025-01-14,FDR Drive at 60th St,4 - Buses,623
2025-01-14,FDR Drive at 60th St,5 - Motorcycles,129
2025-01-14,FDR Drive at 60th St,TLC Taxi/FHV,15946
2025-01-14,Holland Tunnel,"1 - Cars, Pickups and Vans",25115
2025-01-14,Holland Tunnel,2 - Single-Unit Trucks,1544
2025-01-14,Holland Tunnel,3 - Multi-Unit Trucks,137
2025-01-14,Holland Tunnel,4 - Buses,118
2025-01-14,Holland Tunnel,5 - Motorcycles,15
2025-01-14,Holland Tunnel,TLC Taxi/FHV,8892
2025-01-14,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14168
2025-01-14,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,830
2025-01-14,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,25
2025-01-14,Hugh L. Carey Tunnel,4 - Buses,1494
2025-01-14,Hugh L. Carey Tunnel,5 - Motorcycles,28
2025-01-14,Hugh L. Carey Tunnel,TLC Taxi/FHV,4064
2025-01-14,Lincoln Tunnel,"1 - Cars, Pickups and Vans",31292
2025-01-14,Lincoln Tunnel,2 - Single-Unit Trucks,3615
2025-01-14,Lincoln Tunnel,3 - Multi-Unit Trucks,728
2025-01-14,Lincoln Tunnel,4 - Buses,1944
2025-01-14,Lincoln Tunnel,5 - Motorcycles,126
2025-01-14,Lincoln Tunnel,TLC Taxi/FHV,7104
2025-01-14,Manhattan Bridge,"1 - Cars, Pickups and Vans",15773
2025-01-14,Manhattan Bridge,2 - Single-Unit Trucks,2279
2025-01-14,Manhattan Bridge,3 - Multi-Unit Trucks,308
2025-01-14,Manhattan Bridge,4 - Buses,488
2025-01-14,Manhattan Bridge,5 - Motorcycles,74
2025-01-14,Manhattan Bridge,TLC Taxi/FHV,8732
2025-01-14,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",22216
2025-01-14,Queens Midtown Tunnel,2 - Single-Unit Trucks,2548
2025-01-14,Queens Midtown Tunnel,3 - Multi-Unit Trucks,130
2025-01-14,Queens Midtown Tunnel,4 - Buses,1093
2025-01-14,Queens Midtown Tunnel,5 - Motorcycles,31
2025-01-14,Queens Midtown Tunnel,TLC Taxi/FHV,15089
2025-01-14,Queensboro Bridge,"1 - Cars, Pickups and Vans",18724
2025-01-14,Queensboro Bridge,2 - Single-Unit Trucks,2673
2025-01-14,Queensboro Bridge,3 - Multi-Unit Trucks,333
2025-01-14,Queensboro Bridge,4 - Buses,410
2025-01-14,Queensboro Bridge,5 - Motorcycles,131
2025-01-14,Queensboro Bridge,TLC Taxi/FHV,14950
2025-01-14,West 60th St,"1 - Cars, Pickups and Vans",13032
2025-01-14,West 60th St,2 - Single-Unit Trucks,2629
2025-01-14,West 60th St,3 - Multi-Unit Trucks,255
2025-01-14,West 60th St,4 - Buses,1191
2025-01-14,West 60th St,5 - Motorcycles,306
2025-01-14,West 60th St,TLC Taxi/FHV,21742
2025-01-14,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",31178
2025-01-14,West Side Highway at 60th St,2 - Single-Unit Trucks,461
2025-01-14,West Side Highway at 60th St,3 - Multi-Unit Trucks,4
2025-01-14,West Side Highway at 60th St,4 - Buses,641
2025-01-14,West Side Highway at 60th St,5 - Motorcycles,54
2025-01-14,West Side Highway at 60th St,TLC Taxi/FHV,9425
2025-01-14,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22151
2025-01-14,Williamsburg Bridge,2 - Single-Unit Trucks,2352
2025-01-14,Williamsburg Bridge,3 - Multi-Unit Trucks,245
2025-01-14,Williamsburg Bridge,4 - Buses,257
2025-01-14,Williamsburg Bridge,5 - Motorcycles,74
2025-01-14,Williamsburg Bridge,TLC Taxi/FHV,12932
2025-01-15,Brooklyn Bridge,"1 - Cars, Pickups and Vans",18495
2025-01-15,Brooklyn Bridge,2 - Single-Unit Trucks,244
2025-01-15,Brooklyn Bridge,3 - Multi-Unit Trucks,2
2025-01-15,Brooklyn Bridge,4 - Buses,98
2025-01-15,Brooklyn Bridge,5 - Motorcycles,46
2025-01-15,Brooklyn Bridge,TLC Taxi/FHV,11395
2025-01-15,East 60th St,"1 - Cars, Pickups and Vans",31802
2025-01-15,East 60th St,2 - Single-Unit Trucks,4205
2025-01-15,East 60th St,3 - Multi-Unit Trucks,405
2025-01-15,East 60th St,4 - Buses,2203
2025-01-15,East 60th St,5 - Motorcycles,578
2025-01-15,East 60th St,TLC Taxi/FHV,41289
2025-01-15,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",33002
2025-01-15,FDR Drive at 60th St,2 - Single-Unit Trucks,639
2025-01-15,FDR Drive at 60th St,3 - Multi-Unit Trucks,4
2025-01-15,FDR Drive at 60th St,4 - Buses,644
2025-01-15,FDR Drive at 60th St,5 - Motorcycles,116
2025-01-15,FDR Drive at 60th St,TLC Taxi/FHV,17688
2025-01-15,Holland Tunnel,"1 - Cars, Pickups and Vans",24874
2025-01-15,Holland Tunnel,2 - Single-Unit Trucks,1626
2025-01-15,Holland Tunnel,3 - Multi-Unit Trucks,144
2025-01-15,Holland Tunnel,4 - Buses,127
2025-01-15,Holland Tunnel,5 - Motorcycles,15
2025-01-15,Holland Tunnel,TLC Taxi/FHV,9735
2025-01-15,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14382
2025-01-15,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,845
2025-01-15,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,30
2025-01-15,Hugh L. Carey Tunnel,4 - Buses,1499
2025-01-15,Hugh L. Carey Tunnel,5 - Motorcycles,27
2025-01-15,Hugh L. Carey Tunnel,TLC Taxi/FHV,4337
2025-01-15,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32060
2025-01-15,Lincoln Tunnel,2 - Single-Unit Trucks,3523
2025-01-15,Lincoln Tunnel,3 - Multi-Unit Trucks,694
2025-01-15,Lincoln Tunnel,4 - Buses,1833
2025-01-15,Lincoln Tunnel,5 - Motorcycles,140
2025-01-15,Lincoln Tunnel,TLC Taxi/FHV,7551
2025-01-15,Manhattan Bridge,"1 - Cars, Pickups and Vans",15972
2025-01-15,Manhattan Bridge,2 - Single-Unit Trucks,2224
2025-01-15,Manhattan Bridge,3 - Multi-Unit Trucks,324
2025-01-15,Manhattan Bridge,4 - Buses,555
2025-01-15,Manhattan Bridge,5 - Motorcycles,88
2025-01-15,Manhattan Bridge,TLC Taxi/FHV,9562
2025-01-15,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",21958
2025-01-15,Queens Midtown Tunnel,2 - Single-Unit Trucks,2548
2025-01-15,Queens Midtown Tunnel,3 - Multi-Unit Trucks,128
2025-01-15,Queens Midtown Tunnel,4 - Buses,1097
2025-01-15,Queens Midtown Tunnel,5 - Motorcycles,36
2025-01-15,Queens Midtown Tunnel,TLC Taxi/FHV,14689
2025-01-15,Queensboro Bridge,"1 - Cars, Pickups and Vans",18972
2025-01-15,Queensboro Bridge,2 - Single-Unit Trucks,2674
2025-01-15,Queensboro Bridge,3 - Multi-Unit Trucks,287
2025-01-15,Queensboro Bridge,4 - Buses,408
2025-01-15,Queensboro Bridge,5 - Motorcycles,125
2025-01-15,Queensboro Bridge,TLC Taxi/FHV,16236
2025-01-15,West 60th St,"1 - Cars, Pickups and Vans",13246
2025-01-15,West 60th St,2 - Single-Unit Trucks,2532
2025-01-15,West 60th St,3 - Multi-Unit Trucks,276
2025-01-15,West 60th St,4 - Buses,1185
2025-01-15,West 60th St,5 - Motorcycles,343
2025-01-15,West 60th St,TLC Taxi/FHV,23163
2025-01-15,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",31819
2025-01-15,West Side Highway at 60th St,2 - Single-Unit Trucks,462
2025-01-15,West Side Highway at 60th St,3 - Multi-Unit Trucks,12
2025-01-15,West Side Highway at 60th St,4 - Buses,679
2025-01-15,West Side Highway at 60th St,5 - Motorcycles,45
2025-01-15,West Side Highway at 60th St,TLC Taxi/FHV,10116
2025-01-15,Williamsburg Bridge,"1 - Cars, Pickups and Vans",22361
2025-01-15,Williamsburg Bridge,2 - Single-Unit Trucks,2318
2025-01-15,Williamsburg Bridge,3 - Multi-Unit Trucks,252
2025-01-15,Williamsburg Bridge,4 - Buses,261
2025-01-15,Williamsburg Bridge,5 - Motorcycles,80
2025-01-15,Williamsburg Bridge,TLC Taxi/FHV,14372
2025-01-16,Brooklyn Bridge,"1 - Cars, Pickups and Vans",17868
2025-01-16,Brooklyn Bridge,2 - Single-Unit Trucks,254
2025-01-16,Brooklyn Bridge,3 - Multi-Unit Trucks,3
2025-01-16,Brooklyn Bridge,4 - Buses,96
2025-01-16,Brooklyn Bridge,5 - Motorcycles,41
2025-01-16,Brooklyn Bridge,TLC Taxi/FHV,11960
2025-01-16,East 60th St,"1 - Cars, Pickups and Vans",32108
2025-01-16,East 60th St,2 - Single-Unit Trucks,4261
2025-01-16,East 60th St,3 - Multi-Unit Trucks,423
2025-01-16,East 60th St,4 - Buses,2283
2025-01-16,East 60th St,5 - Motorcycles,639
2025-01-16,East 60th St,TLC Taxi/FHV,42876
2025-01-16,FDR Drive at 60th St,"1 - Cars, Pickups and Vans",32872
2025-01-16,FDR Drive at 60th St,2 - Single-Unit Trucks,681
2025-01-16,FDR Drive at 60th St,3 - Multi-Unit Trucks,3
2025-01-16,FDR Drive at 60th St,4 - Buses,624
2025-01-16,FDR Drive at 60th St,5 - Motorcycles,117
2025-01-16,FDR Drive at 60th St,TLC Taxi/FHV,18122
2025-01-16,Holland Tunnel,"1 - Cars, Pickups and Vans",25647
2025-01-16,Holland Tunnel,2 - Single-Unit Trucks,1572
2025-01-16,Holland Tunnel,3 - Multi-Unit Trucks,156
2025-01-16,Holland Tunnel,4 - Buses,138
2025-01-16,Holland Tunnel,5 - Motorcycles,10
2025-01-16,Holland Tunnel,TLC Taxi/FHV,10429
2025-01-16,Hugh L. Carey Tunnel,"1 - Cars, Pickups and Vans",14584
2025-01-16,Hugh L. Carey Tunnel,2 - Single-Unit Trucks,799
2025-01-16,Hugh L. Carey Tunnel,3 - Multi-Unit Trucks,28
2025-01-16,Hugh L. Carey Tunnel,4 - Buses,1489
2025-01-16,Hugh L. Carey Tunnel,5 - Motorcycles,28
2025-01-16,Hugh L. Carey Tunnel,TLC Taxi/FHV,4754
2025-01-16,Lincoln Tunnel,"1 - Cars, Pickups and Vans",32710
2025-01-16,Lincoln Tunnel,2 - Single-Unit Trucks,3575
2025-01-16,Lincoln Tunnel,3 - Multi-Unit Trucks,706
2025-01-16,Lincoln Tunnel,4 - Buses,1805
2025-01-16,Lincoln Tunnel,5 - Motorcycles,129
2025-01-16,Lincoln Tunnel,TLC Taxi/FHV,7908
2025-01-16,Manhattan Bridge,"1 - Cars, Pickups and Vans",16270
2025-01-16,Manhattan Bridge,2 - Single-Unit Trucks,2245
2025-01-16,Manhattan Bridge,3 - Multi-Unit Trucks,317
2025-01-16,Manhattan Bridge,4 - Buses,509
2025-01-16,Manhattan Bridge,5 - Motorcycles,91
2025-01-16,Manhattan Bridge,TLC Taxi/FHV,10479
2025-01-16,Queens Midtown Tunnel,"1 - Cars, Pickups and Vans",23590
2025-01-16,Queens Midtown Tunnel,2 - Single-Unit Trucks,2662
2025-01-16,Queens Midtown Tunnel,3 - Multi-Unit Trucks,125
2025-01-16,Queens Midtown Tunnel,4 - Buses,1122
2025-01-16,Queens Midtown Tunnel,5 - Motorcycles,32
2025-01-16,Queens Midtown Tunnel,TLC Taxi/FHV,16273
2025-01-16,Queensboro Bridge,"1 - Cars, Pickups and Vans",19305
2025-01-16,Queensboro Bridge,2 - Single-Unit Trucks,2771
2025-01-16,Queensboro Bridge,3 - Multi-Unit Trucks,335
2025-01-16,Queensboro Bridge,4 - Buses,402
2025-01-16,Queensboro Bridge,5 - Motorcycles,124
2025-01-16,Queensboro Bridge,TLC Taxi/FHV,17406
2025-01-16,West 60th St,"1 - Cars, Pickups and Vans",13506
2025-01-16,West 60th St,2 - Single-Unit Trucks,2496
2025-01-16,West 60th St,3 - Multi-Unit Trucks,231
2025-01-16,West 60th St,4 - Buses,1175
2025-01-16,West 60th St,5 - Motorcycles,379
2025-01-16,West 60th St,TLC Taxi/FHV,24196
2025-01-16,West Side Highway at 60th St,"1 - Cars, Pickups and Vans",31690
2025-01-16,West Side Highway at 60th St,2 - Single-Unit Trucks,440
2025-01-16,West Side Highway at 60th St,3 - Multi-Unit Trucks,8
